t	phi	omega
3.9745	-0.706863	3.854
3.9746	-0.706478	3.85464
3.9747	-0.706092	3.85528
3.9748	-0.705707	3.85591
3.9749	-0.705321	3.85655
3.975	-0.704936	3.85718
3.9751	-0.70455	3.85782
3.9752	-0.704164	3.85845
3.9753	-0.703778	3.85909
3.9754	-0.703392	3.85972
3.9755	-0.703006	3.86036
3.9756	-0.70262	3.86099
3.9757	-0.702234	3.86163
3.9758	-0.701847	3.86226
3.9759	-0.701461	3.86289
3.976	-0.701075	3.86353
3.9761	-0.700688	3.86416
3.9762	-0.700302	3.86479
3.9763	-0.699915	3.86542
3.9764	-0.699529	3.86605
3.9765	-0.699142	3.86668
3.9766	-0.698755	3.86732
3.9767	-0.698369	3.86795
3.9768	-0.697982	3.86858
3.9769	-0.697595	3.86921
3.977	-0.697208	3.86984
3.9771	-0.696821	3.87047
3.9772	-0.696434	3.8711
3.9773	-0.696047	3.87173
3.9774	-0.695659	3.87235
3.9775	-0.695272	3.87298
3.9776	-0.694885	3.87361
3.9777	-0.694497	3.87424
3.9778	-0.69411	3.87487
3.9779	-0.693722	3.87549
3.978	-0.693335	3.87612
3.9781	-0.692947	3.87675
3.9782	-0.692559	3.87737
3.9783	-0.692171	3.878
3.9784	-0.691783	3.87862
3.9785	-0.691396	3.87925
3.9786	-0.691008	3.87988
3.9787	-0.69062	3.8805
3.9788	-0.690231	3.88113
3.9789	-0.689843	3.88175
3.979	-0.689455	3.88237
3.9791	-0.689067	3.883
3.9792	-0.688678	3.88362
3.9793	-0.68829	3.88424
3.9794	-0.687901	3.88487
3.9795	-0.687513	3.88549
3.9796	-0.687124	3.88611
3.9797	-0.686736	3.88673
3.9798	-0.686347	3.88736
3.9799	-0.685958	3.88798
3.98	-0.685569	3.8886
3.9801	-0.68518	3.88922
3.9802	-0.684791	3.88984
3.9803	-0.684402	3.89046
3.9804	-0.684013	3.89108
3.9805	-0.683624	3.8917
3.9806	-0.683235	3.89232
3.9807	-0.682845	3.89294
3.9808	-0.682456	3.89356
3.9809	-0.682067	3.89417
3.981	-0.681677	3.89479
3.9811	-0.681288	3.89541
3.9812	-0.680898	3.89603
3.9813	-0.680508	3.89664
3.9814	-0.680119	3.89726
3.9815	-0.679729	3.89788
3.9816	-0.679339	3.89849
3.9817	-0.678949	3.89911
3.9818	-0.678559	3.89973
3.9819	-0.678169	3.90034
3.982	-0.677779	3.90096
3.9821	-0.677389	3.90157
3.9822	-0.676999	3.90219
3.9823	-0.676608	3.9028
3.9824	-0.676218	3.90341
3.9825	-0.675828	3.90403
3.9826	-0.675437	3.90464
3.9827	-0.675047	3.90525
3.9828	-0.674656	3.90587
3.9829	-0.674265	3.90648
3.983	-0.673875	3.90709
3.9831	-0.673484	3.9077
3.9832	-0.673093	3.90832
3.9833	-0.672702	3.90893
3.9834	-0.672311	3.90954
3.9835	-0.67192	3.91015
3.9836	-0.671529	3.91076
3.9837	-0.671138	3.91137
3.9838	-0.670747	3.91198
3.9839	-0.670356	3.91259
3.984	-0.669964	3.9132
3.9841	-0.669573	3.91381
3.9842	-0.669181	3.91441
3.9843	-0.66879	3.91502
3.9844	-0.668398	3.91563
3.9845	-0.668007	3.91624
3.9846	-0.667615	3.91685
3.9847	-0.667223	3.91745
3.9848	-0.666831	3.91806
3.9849	-0.66644	3.91867
3.985	-0.666048	3.91927
3.9851	-0.665656	3.91988
3.9852	-0.665264	3.92048
3.9853	-0.664872	3.92109
3.9854	-0.664479	3.92169
3.9855	-0.664087	3.9223
3.9856	-0.663695	3.9229
3.9857	-0.663302	3.92351
3.9858	-0.66291	3.92411
3.9859	-0.662518	3.92471
3.986	-0.662125	3.92532
3.9861	-0.661732	3.92592
3.9862	-0.66134	3.92652
3.9863	-0.660947	3.92712
3.9864	-0.660554	3.92773
3.9865	-0.660162	3.92833
3.9866	-0.659769	3.92893
3.9867	-0.659376	3.92953
3.9868	-0.658983	3.93013
3.9869	-0.65859	3.93073
3.987	-0.658196	3.93133
3.9871	-0.657803	3.93193
3.9872	-0.65741	3.93253
3.9873	-0.657017	3.93313
3.9874	-0.656623	3.93373
3.9875	-0.65623	3.93433
3.9876	-0.655836	3.93493
3.9877	-0.655443	3.93552
3.9878	-0.655049	3.93612
3.9879	-0.654656	3.93672
3.988	-0.654262	3.93732
3.9881	-0.653868	3.93791
3.9882	-0.653474	3.93851
3.9883	-0.65308	3.9391
3.9884	-0.652686	3.9397
3.9885	-0.652292	3.9403
3.9886	-0.651898	3.94089
3.9887	-0.651504	3.94149
3.9888	-0.65111	3.94208
3.9889	-0.650716	3.94267
3.989	-0.650321	3.94327
3.9891	-0.649927	3.94386
3.9892	-0.649532	3.94446
3.9893	-0.649138	3.94505
3.9894	-0.648743	3.94564
3.9895	-0.648349	3.94623
3.9896	-0.647954	3.94683
3.9897	-0.647559	3.94742
3.9898	-0.647164	3.94801
3.9899	-0.64677	3.9486
3.99	-0.646375	3.94919
3.9901	-0.64598	3.94978
3.9902	-0.645585	3.95037
3.9903	-0.64519	3.95096
3.9904	-0.644794	3.95155
3.9905	-0.644399	3.95214
3.9906	-0.644004	3.95273
3.9907	-0.643609	3.95332
3.9908	-0.643213	3.95391
3.9909	-0.642818	3.95449
3.991	-0.642422	3.95508
3.9911	-0.642027	3.95567
3.9912	-0.641631	3.95626
3.9913	-0.641235	3.95684
3.9914	-0.64084	3.95743
3.9915	-0.640444	3.95802
3.9916	-0.640048	3.9586
3.9917	-0.639652	3.95919
3.9918	-0.639256	3.95977
3.9919	-0.63886	3.96036
3.992	-0.638464	3.96094
3.9921	-0.638068	3.96153
3.9922	-0.637672	3.96211
3.9923	-0.637275	3.96269
3.9924	-0.636879	3.96328
3.9925	-0.636483	3.96386
3.9926	-0.636086	3.96444
3.9927	-0.63569	3.96503
3.9928	-0.635293	3.96561
3.9929	-0.634896	3.96619
3.993	-0.6345	3.96677
3.9931	-0.634103	3.96735
3.9932	-0.633706	3.96793
3.9933	-0.633309	3.96851
3.9934	-0.632913	3.96909
3.9935	-0.632516	3.96967
3.9936	-0.632119	3.97025
3.9937	-0.631721	3.97083
3.9938	-0.631324	3.97141
3.9939	-0.630927	3.97199
3.994	-0.63053	3.97257
3.9941	-0.630133	3.97315
3.9942	-0.629735	3.97373
3.9943	-0.629338	3.9743
3.9944	-0.62894	3.97488
3.9945	-0.628543	3.97546
3.9946	-0.628145	3.97603
3.9947	-0.627747	3.97661
3.9948	-0.62735	3.97719
3.9949	-0.626952	3.97776
3.995	-0.626554	3.97834
3.9951	-0.626156	3.97891
3.9952	-0.625758	3.97949
3.9953	-0.62536	3.98006
3.9954	-0.624962	3.98063
3.9955	-0.624564	3.98121
3.9956	-0.624166	3.98178
3.9957	-0.623768	3.98235
3.9958	-0.623369	3.98293
3.9959	-0.622971	3.9835
3.996	-0.622573	3.98407
3.9961	-0.622174	3.98464
3.9962	-0.621776	3.98521
3.9963	-0.621377	3.98579
3.9964	-0.620978	3.98636
3.9965	-0.62058	3.98693
3.9966	-0.620181	3.9875
3.9967	-0.619782	3.98807
3.9968	-0.619383	3.98864
3.9969	-0.618984	3.98921
3.997	-0.618585	3.98977
3.9971	-0.618186	3.99034
3.9972	-0.617787	3.99091
3.9973	-0.617388	3.99148
3.9974	-0.616989	3.99205
3.9975	-0.61659	3.99261
3.9976	-0.61619	3.99318
3.9977	-0.615791	3.99375
3.9978	-0.615392	3.99431
3.9979	-0.614992	3.99488
3.998	-0.614592	3.99545
3.9981	-0.614193	3.99601
3.9982	-0.613793	3.99658
3.9983	-0.613394	3.99714
3.9984	-0.612994	3.9977
3.9985	-0.612594	3.99827
3.9986	-0.612194	3.99883
3.9987	-0.611794	3.9994
3.9988	-0.611394	3.99996
3.9989	-0.610994	4.00052
3.999	-0.610594	4.00108
3.9991	-0.610194	4.00165
3.9992	-0.609794	4.00221
3.9993	-0.609393	4.00277
3.9994	-0.608993	4.00333
3.9995	-0.608593	4.00389
3.9996	-0.608192	4.00445
3.9997	-0.607792	4.00501
3.9998	-0.607391	4.00557
3.9999	-0.60699	4.00613
4	-0.60659	4.00669
4.0001	-0.606189	4.00725
4.0002	-0.605788	4.00781
4.0003	-0.605387	4.00837
4.0004	-0.604987	4.00892
4.0005	-0.604586	4.00948
4.0006	-0.604185	4.01004
4.0007	-0.603784	4.0106
4.0008	-0.603382	4.01115
4.0009	-0.602981	4.01171
4.001	-0.60258	4.01227
4.0011	-0.602179	4.01282
4.0012	-0.601777	4.01338
4.0013	-0.601376	4.01393
4.0014	-0.600975	4.01449
4.0015	-0.600573	4.01504
4.0016	-0.600171	4.01559
4.0017	-0.59977	4.01615
4.0018	-0.599368	4.0167
4.0019	-0.598966	4.01726
4.002	-0.598565	4.01781
4.0021	-0.598163	4.01836
4.0022	-0.597761	4.01891
4.0023	-0.597359	4.01946
4.0024	-0.596957	4.02002
4.0025	-0.596555	4.02057
4.0026	-0.596153	4.02112
4.0027	-0.595751	4.02167
4.0028	-0.595348	4.02222
4.0029	-0.594946	4.02277
4.003	-0.594544	4.02332
4.0031	-0.594141	4.02387
4.0032	-0.593739	4.02442
4.0033	-0.593337	4.02496
4.0034	-0.592934	4.02551
4.0035	-0.592531	4.02606
4.0036	-0.592129	4.02661
4.0037	-0.591726	4.02715
4.0038	-0.591323	4.0277
4.0039	-0.59092	4.02825
4.004	-0.590518	4.02879
4.0041	-0.590115	4.02934
4.0042	-0.589712	4.02989
4.0043	-0.589309	4.03043
4.0044	-0.588905	4.03098
4.0045	-0.588502	4.03152
4.0046	-0.588099	4.03206
4.0047	-0.587696	4.03261
4.0048	-0.587293	4.03315
4.0049	-0.586889	4.0337
4.005	-0.586486	4.03424
4.0051	-0.586082	4.03478
4.0052	-0.585679	4.03532
4.0053	-0.585275	4.03587
4.0054	-0.584871	4.03641
4.0055	-0.584468	4.03695
4.0056	-0.584064	4.03749
4.0057	-0.58366	4.03803
4.0058	-0.583256	4.03857
4.0059	-0.582852	4.03911
4.006	-0.582449	4.03965
4.0061	-0.582044	4.04019
4.0062	-0.58164	4.04073
4.0063	-0.581236	4.04127
4.0064	-0.580832	4.0418
4.0065	-0.580428	4.04234
4.0066	-0.580024	4.04288
4.0067	-0.579619	4.04342
4.0068	-0.579215	4.04395
4.0069	-0.57881	4.04449
4.007	-0.578406	4.04503
4.0071	-0.578001	4.04556
4.0072	-0.577597	4.0461
4.0073	-0.577192	4.04663
4.0074	-0.576787	4.04717
4.0075	-0.576383	4.0477
4.0076	-0.575978	4.04824
4.0077	-0.575573	4.04877
4.0078	-0.575168	4.04931
4.0079	-0.574763	4.04984
4.008	-0.574358	4.05037
4.0081	-0.573953	4.0509
4.0082	-0.573548	4.05144
4.0083	-0.573143	4.05197
4.0084	-0.572737	4.0525
4.0085	-0.572332	4.05303
4.0086	-0.571927	4.05356
4.0087	-0.571521	4.05409
4.0088	-0.571116	4.05462
4.0089	-0.57071	4.05515
4.009	-0.570305	4.05568
4.0091	-0.569899	4.05621
4.0092	-0.569493	4.05674
4.0093	-0.569088	4.05727
4.0094	-0.568682	4.0578
4.0095	-0.568276	4.05833
4.0096	-0.56787	4.05885
4.0097	-0.567464	4.05938
4.0098	-0.567058	4.05991
4.0099	-0.566652	4.06044
4.01	-0.566246	4.06096
4.0101	-0.56584	4.06149
4.0102	-0.565434	4.06201
4.0103	-0.565027	4.06254
4.0104	-0.564621	4.06306
4.0105	-0.564215	4.06359
4.0106	-0.563808	4.06411
4.0107	-0.563402	4.06464
4.0108	-0.562995	4.06516
4.0109	-0.562589	4.06568
4.011	-0.562182	4.06621
4.0111	-0.561776	4.06673
4.0112	-0.561369	4.06725
4.0113	-0.560962	4.06777
4.0114	-0.560555	4.06829
4.0115	-0.560148	4.06881
4.0116	-0.559741	4.06934
4.0117	-0.559334	4.06986
4.0118	-0.558927	4.07038
4.0119	-0.55852	4.0709
4.012	-0.558113	4.07142
4.0121	-0.557706	4.07194
4.0122	-0.557299	4.07245
4.0123	-0.556891	4.07297
4.0124	-0.556484	4.07349
4.0125	-0.556077	4.07401
4.0126	-0.555669	4.07453
4.0127	-0.555262	4.07504
4.0128	-0.554854	4.07556
4.0129	-0.554447	4.07608
4.013	-0.554039	4.07659
4.0131	-0.553631	4.07711
4.0132	-0.553223	4.07762
4.0133	-0.552816	4.07814
4.0134	-0.552408	4.07865
4.0135	-0.552	4.07917
4.0136	-0.551592	4.07968
4.0137	-0.551184	4.0802
4.0138	-0.550776	4.08071
4.0139	-0.550368	4.08122
4.014	-0.549959	4.08174
4.0141	-0.549551	4.08225
4.0142	-0.549143	4.08276
4.0143	-0.548735	4.08327
4.0144	-0.548326	4.08378
4.0145	-0.547918	4.08429
4.0146	-0.547509	4.0848
4.0147	-0.547101	4.08531
4.0148	-0.546692	4.08582
4.0149	-0.546284	4.08633
4.015	-0.545875	4.08684
4.0151	-0.545466	4.08735
4.0152	-0.545057	4.08786
4.0153	-0.544649	4.08837
4.0154	-0.54424	4.08888
4.0155	-0.543831	4.08938
4.0156	-0.543422	4.08989
4.0157	-0.543013	4.0904
4.0158	-0.542604	4.09091
4.0159	-0.542194	4.09141
4.016	-0.541785	4.09192
4.0161	-0.541376	4.09242
4.0162	-0.540967	4.09293
4.0163	-0.540557	4.09343
4.0164	-0.540148	4.09394
4.0165	-0.539739	4.09444
4.0166	-0.539329	4.09495
4.0167	-0.538919	4.09545
4.0168	-0.53851	4.09595
4.0169	-0.5381	4.09646
4.017	-0.537691	4.09696
4.0171	-0.537281	4.09746
4.0172	-0.536871	4.09796
4.0173	-0.536461	4.09846
4.0174	-0.536051	4.09896
4.0175	-0.535641	4.09946
4.0176	-0.535231	4.09996
4.0177	-0.534821	4.10046
4.0178	-0.534411	4.10096
4.0179	-0.534001	4.10146
4.018	-0.533591	4.10196
4.0181	-0.533181	4.10246
4.0182	-0.53277	4.10296
4.0183	-0.53236	4.10346
4.0184	-0.53195	4.10396
4.0185	-0.531539	4.10445
4.0186	-0.531129	4.10495
4.0187	-0.530718	4.10545
4.0188	-0.530307	4.10594
4.0189	-0.529897	4.10644
4.019	-0.529486	4.10693
4.0191	-0.529075	4.10743
4.0192	-0.528665	4.10792
4.0193	-0.528254	4.10842
4.0194	-0.527843	4.10891
4.0195	-0.527432	4.10941
4.0196	-0.527021	4.1099
4.0197	-0.52661	4.11039
4.0198	-0.526199	4.11088
4.0199	-0.525788	4.11138
4.02	-0.525376	4.11187
4.0201	-0.524965	4.11236
4.0202	-0.524554	4.11285
4.0203	-0.524143	4.11334
4.0204	-0.523731	4.11383
4.0205	-0.52332	4.11432
4.0206	-0.522908	4.11481
4.0207	-0.522497	4.1153
4.0208	-0.522085	4.11579
4.0209	-0.521674	4.11628
4.021	-0.521262	4.11677
4.0211	-0.52085	4.11726
4.0212	-0.520438	4.11775
4.0213	-0.520027	4.11823
4.0214	-0.519615	4.11872
4.0215	-0.519203	4.11921
4.0216	-0.518791	4.11969
4.0217	-0.518379	4.12018
4.0218	-0.517967	4.12067
4.0219	-0.517555	4.12115
4.022	-0.517142	4.12164
4.0221	-0.51673	4.12212
4.0222	-0.516318	4.1226
4.0223	-0.515906	4.12309
4.0224	-0.515493	4.12357
4.0225	-0.515081	4.12406
4.0226	-0.514668	4.12454
4.0227	-0.514256	4.12502
4.0228	-0.513843	4.1255
4.0229	-0.513431	4.12598
4.023	-0.513018	4.12647
4.0231	-0.512605	4.12695
4.0232	-0.512193	4.12743
4.0233	-0.51178	4.12791
4.0234	-0.511367	4.12839
4.0235	-0.510954	4.12887
4.0236	-0.510541	4.12935
4.0237	-0.510128	4.12983
4.0238	-0.509715	4.13031
4.0239	-0.509302	4.13078
4.024	-0.508889	4.13126
4.0241	-0.508476	4.13174
4.0242	-0.508063	4.13222
4.0243	-0.507649	4.13269
4.0244	-0.507236	4.13317
4.0245	-0.506823	4.13365
4.0246	-0.506409	4.13412
4.0247	-0.505996	4.1346
4.0248	-0.505582	4.13507
4.0249	-0.505169	4.13555
4.025	-0.504755	4.13602
4.0251	-0.504342	4.1365
4.0252	-0.503928	4.13697
4.0253	-0.503514	4.13744
4.0254	-0.5031	4.13792
4.0255	-0.502686	4.13839
4.0256	-0.502273	4.13886
4.0257	-0.501859	4.13933
4.0258	-0.501445	4.1398
4.0259	-0.501031	4.14028
4.026	-0.500617	4.14075
4.0261	-0.500202	4.14122
4.0262	-0.499788	4.14169
4.0263	-0.499374	4.14216
4.0264	-0.49896	4.14263
4.0265	-0.498545	4.1431
4.0266	-0.498131	4.14356
4.0267	-0.497717	4.14403
4.0268	-0.497302	4.1445
4.0269	-0.496888	4.14497
4.027	-0.496473	4.14544
4.0271	-0.496059	4.1459
4.0272	-0.495644	4.14637
4.0273	-0.495229	4.14683
4.0274	-0.494815	4.1473
4.0275	-0.4944	4.14777
4.0276	-0.493985	4.14823
4.0277	-0.49357	4.1487
4.0278	-0.493155	4.14916
4.0279	-0.49274	4.14962
4.028	-0.492325	4.15009
4.0281	-0.49191	4.15055
4.0282	-0.491495	4.15101
4.0283	-0.49108	4.15148
4.0284	-0.490665	4.15194
4.0285	-0.490249	4.1524
4.0286	-0.489834	4.15286
4.0287	-0.489419	4.15332
4.0288	-0.489004	4.15378
4.0289	-0.488588	4.15425
4.029	-0.488173	4.15471
4.0291	-0.487757	4.15517
4.0292	-0.487342	4.15562
4.0293	-0.486926	4.15608
4.0294	-0.48651	4.15654
4.0295	-0.486095	4.157
4.0296	-0.485679	4.15746
4.0297	-0.485263	4.15792
4.0298	-0.484847	4.15837
4.0299	-0.484431	4.15883
4.03	-0.484015	4.15929
4.0301	-0.483599	4.15974
4.0302	-0.483183	4.1602
4.0303	-0.482767	4.16065
4.0304	-0.482351	4.16111
4.0305	-0.481935	4.16156
4.0306	-0.481519	4.16202
4.0307	-0.481103	4.16247
4.0308	-0.480686	4.16293
4.0309	-0.48027	4.16338
4.031	-0.479854	4.16383
4.0311	-0.479437	4.16428
4.0312	-0.479021	4.16474
4.0313	-0.478604	4.16519
4.0314	-0.478188	4.16564
4.0315	-0.477771	4.16609
4.0316	-0.477354	4.16654
4.0317	-0.476938	4.16699
4.0318	-0.476521	4.16744
4.0319	-0.476104	4.16789
4.032	-0.475687	4.16834
4.0321	-0.47527	4.16879
4.0322	-0.474853	4.16924
4.0323	-0.474437	4.16969
4.0324	-0.474019	4.17013
4.0325	-0.473602	4.17058
4.0326	-0.473185	4.17103
4.0327	-0.472768	4.17148
4.0328	-0.472351	4.17192
4.0329	-0.471934	4.17237
4.033	-0.471516	4.17281
4.0331	-0.471099	4.17326
4.0332	-0.470682	4.1737
4.0333	-0.470264	4.17415
4.0334	-0.469847	4.17459
4.0335	-0.469429	4.17504
4.0336	-0.469012	4.17548
4.0337	-0.468594	4.17592
4.0338	-0.468177	4.17636
4.0339	-0.467759	4.17681
4.034	-0.467341	4.17725
4.0341	-0.466923	4.17769
4.0342	-0.466506	4.17813
4.0343	-0.466088	4.17857
4.0344	-0.46567	4.17901
4.0345	-0.465252	4.17945
4.0346	-0.464834	4.17989
4.0347	-0.464416	4.18033
4.0348	-0.463998	4.18077
4.0349	-0.46358	4.18121
4.035	-0.463162	4.18165
4.0351	-0.462743	4.18209
4.0352	-0.462325	4.18252
4.0353	-0.461907	4.18296
4.0354	-0.461488	4.1834
4.0355	-0.46107	4.18383
4.0356	-0.460652	4.18427
4.0357	-0.460233	4.18471
4.0358	-0.459815	4.18514
4.0359	-0.459396	4.18558
4.036	-0.458977	4.18601
4.0361	-0.458559	4.18645
4.0362	-0.45814	4.18688
4.0363	-0.457721	4.18731
4.0364	-0.457303	4.18775
4.0365	-0.456884	4.18818
4.0366	-0.456465	4.18861
4.0367	-0.456046	4.18904
4.0368	-0.455627	4.18947
4.0369	-0.455208	4.18991
4.037	-0.454789	4.19034
4.0371	-0.45437	4.19077
4.0372	-0.453951	4.1912
4.0373	-0.453532	4.19163
4.0374	-0.453113	4.19206
4.0375	-0.452693	4.19249
4.0376	-0.452274	4.19291
4.0377	-0.451855	4.19334
4.0378	-0.451435	4.19377
4.0379	-0.451016	4.1942
4.038	-0.450596	4.19463
4.0381	-0.450177	4.19505
4.0382	-0.449757	4.19548
4.0383	-0.449338	4.19591
4.0384	-0.448918	4.19633
4.0385	-0.448498	4.19676
4.0386	-0.448079	4.19718
4.0387	-0.447659	4.19761
4.0388	-0.447239	4.19803
4.0389	-0.446819	4.19845
4.039	-0.446399	4.19888
4.0391	-0.445979	4.1993
4.0392	-0.44556	4.19972
4.0393	-0.44514	4.20015
4.0394	-0.444719	4.20057
4.0395	-0.444299	4.20099
4.0396	-0.443879	4.20141
4.0397	-0.443459	4.20183
4.0398	-0.443039	4.20225
4.0399	-0.442619	4.20267
4.04	-0.442198	4.20309
4.0401	-0.441778	4.20351
4.0402	-0.441357	4.20393
4.0403	-0.440937	4.20435
4.0404	-0.440517	4.20477
4.0405	-0.440096	4.20519
4.0406	-0.439675	4.2056
4.0407	-0.439255	4.20602
4.0408	-0.438834	4.20644
4.0409	-0.438414	4.20685
4.041	-0.437993	4.20727
4.0411	-0.437572	4.20769
4.0412	-0.437151	4.2081
4.0413	-0.43673	4.20852
4.0414	-0.43631	4.20893
4.0415	-0.435889	4.20934
4.0416	-0.435468	4.20976
4.0417	-0.435047	4.21017
4.0418	-0.434626	4.21059
4.0419	-0.434204	4.211
4.042	-0.433783	4.21141
4.0421	-0.433362	4.21182
4.0422	-0.432941	4.21223
4.0423	-0.43252	4.21264
4.0424	-0.432098	4.21306
4.0425	-0.431677	4.21347
4.0426	-0.431256	4.21388
4.0427	-0.430834	4.21429
4.0428	-0.430413	4.2147
4.0429	-0.429991	4.2151
4.043	-0.42957	4.21551
4.0431	-0.429148	4.21592
4.0432	-0.428726	4.21633
4.0433	-0.428305	4.21674
4.0434	-0.427883	4.21714
4.0435	-0.427461	4.21755
4.0436	-0.427039	4.21796
4.0437	-0.426618	4.21836
4.0438	-0.426196	4.21877
4.0439	-0.425774	4.21917
4.044	-0.425352	4.21958
4.0441	-0.42493	4.21998
4.0442	-0.424508	4.22039
4.0443	-0.424086	4.22079
4.0444	-0.423664	4.22119
4.0445	-0.423241	4.2216
4.0446	-0.422819	4.222
4.0447	-0.422397	4.2224
4.0448	-0.421975	4.2228
4.0449	-0.421552	4.2232
4.045	-0.42113	4.2236
4.0451	-0.420708	4.22401
4.0452	-0.420285	4.22441
4.0453	-0.419863	4.22481
4.0454	-0.41944	4.22521
4.0455	-0.419018	4.2256
4.0456	-0.418595	4.226
4.0457	-0.418172	4.2264
4.0458	-0.41775	4.2268
4.0459	-0.417327	4.2272
4.046	-0.416904	4.22759
4.0461	-0.416481	4.22799
4.0462	-0.416059	4.22839
4.0463	-0.415636	4.22878
4.0464	-0.415213	4.22918
4.0465	-0.41479	4.22957
4.0466	-0.414367	4.22997
4.0467	-0.413944	4.23036
4.0468	-0.413521	4.23076
4.0469	-0.413098	4.23115
4.047	-0.412674	4.23155
4.0471	-0.412251	4.23194
4.0472	-0.411828	4.23233
4.0473	-0.411405	4.23272
4.0474	-0.410981	4.23312
4.0475	-0.410558	4.23351
4.0476	-0.410135	4.2339
4.0477	-0.409711	4.23429
4.0478	-0.409288	4.23468
4.0479	-0.408864	4.23507
4.048	-0.408441	4.23546
4.0481	-0.408017	4.23585
4.0482	-0.407594	4.23624
4.0483	-0.40717	4.23663
4.0484	-0.406746	4.23701
4.0485	-0.406322	4.2374
4.0486	-0.405899	4.23779
4.0487	-0.405475	4.23818
4.0488	-0.405051	4.23856
4.0489	-0.404627	4.23895
4.049	-0.404203	4.23933
4.0491	-0.403779	4.23972
4.0492	-0.403355	4.24011
4.0493	-0.402931	4.24049
4.0494	-0.402507	4.24087
4.0495	-0.402083	4.24126
4.0496	-0.401659	4.24164
4.0497	-0.401235	4.24202
4.0498	-0.40081	4.24241
4.0499	-0.400386	4.24279
4.05	-0.399962	4.24317
4.0501	-0.399537	4.24355
4.0502	-0.399113	4.24393
4.0503	-0.398689	4.24432
4.0504	-0.398264	4.2447
4.0505	-0.39784	4.24508
4.0506	-0.397415	4.24546
4.0507	-0.39699	4.24583
4.0508	-0.396566	4.24621
4.0509	-0.396141	4.24659
4.051	-0.395716	4.24697
4.0511	-0.395292	4.24735
4.0512	-0.394867	4.24773
4.0513	-0.394442	4.2481
4.0514	-0.394017	4.24848
4.0515	-0.393592	4.24886
4.0516	-0.393168	4.24923
4.0517	-0.392743	4.24961
4.0518	-0.392318	4.24998
4.0519	-0.391893	4.25036
4.052	-0.391467	4.25073
4.0521	-0.391042	4.2511
4.0522	-0.390617	4.25148
4.0523	-0.390192	4.25185
4.0524	-0.389767	4.25222
4.0525	-0.389342	4.2526
4.0526	-0.388916	4.25297
4.0527	-0.388491	4.25334
4.0528	-0.388066	4.25371
4.0529	-0.38764	4.25408
4.053	-0.387215	4.25445
4.0531	-0.386789	4.25482
4.0532	-0.386364	4.25519
4.0533	-0.385938	4.25556
4.0534	-0.385513	4.25593
4.0535	-0.385087	4.2563
4.0536	-0.384661	4.25667
4.0537	-0.384236	4.25703
4.0538	-0.38381	4.2574
4.0539	-0.383384	4.25777
4.054	-0.382958	4.25814
4.0541	-0.382532	4.2585
4.0542	-0.382106	4.25887
4.0543	-0.381681	4.25923
4.0544	-0.381255	4.2596
4.0545	-0.380829	4.25996
4.0546	-0.380403	4.26033
4.0547	-0.379976	4.26069
4.0548	-0.37955	4.26105
4.0549	-0.379124	4.26142
4.055	-0.378698	4.26178
4.0551	-0.378272	4.26214
4.0552	-0.377846	4.2625
4.0553	-0.377419	4.26287
4.0554	-0.376993	4.26323
4.0555	-0.376567	4.26359
4.0556	-0.37614	4.26395
4.0557	-0.375714	4.26431
4.0558	-0.375287	4.26467
4.0559	-0.374861	4.26503
4.056	-0.374434	4.26539
4.0561	-0.374008	4.26574
4.0562	-0.373581	4.2661
4.0563	-0.373154	4.26646
4.0564	-0.372728	4.26682
4.0565	-0.372301	4.26717
4.0566	-0.371874	4.26753
4.0567	-0.371447	4.26789
4.0568	-0.371021	4.26824
4.0569	-0.370594	4.2686
4.057	-0.370167	4.26895
4.0571	-0.36974	4.26931
4.0572	-0.369313	4.26966
4.0573	-0.368886	4.27001
4.0574	-0.368459	4.27037
4.0575	-0.368032	4.27072
4.0576	-0.367605	4.27107
4.0577	-0.367178	4.27143
4.0578	-0.36675	4.27178
4.0579	-0.366323	4.27213
4.058	-0.365896	4.27248
4.0581	-0.365469	4.27283
4.0582	-0.365041	4.27318
4.0583	-0.364614	4.27353
4.0584	-0.364187	4.27388
4.0585	-0.363759	4.27423
4.0586	-0.363332	4.27458
4.0587	-0.362904	4.27493
4.0588	-0.362477	4.27527
4.0589	-0.362049	4.27562
4.059	-0.361622	4.27597
4.0591	-0.361194	4.27631
4.0592	-0.360766	4.27666
4.0593	-0.360339	4.27701
4.0594	-0.359911	4.27735
4.0595	-0.359483	4.2777
4.0596	-0.359055	4.27804
4.0597	-0.358627	4.27839
4.0598	-0.3582	4.27873
4.0599	-0.357772	4.27907
4.06	-0.357344	4.27942
4.0601	-0.356916	4.27976
4.0602	-0.356488	4.2801
4.0603	-0.35606	4.28044
4.0604	-0.355632	4.28079
4.0605	-0.355204	4.28113
4.0606	-0.354775	4.28147
4.0607	-0.354347	4.28181
4.0608	-0.353919	4.28215
4.0609	-0.353491	4.28249
4.061	-0.353062	4.28283
4.0611	-0.352634	4.28317
4.0612	-0.352206	4.2835
4.0613	-0.351777	4.28384
4.0614	-0.351349	4.28418
4.0615	-0.350921	4.28452
4.0616	-0.350492	4.28485
4.0617	-0.350064	4.28519
4.0618	-0.349635	4.28553
4.0619	-0.349206	4.28586
4.062	-0.348778	4.2862
4.0621	-0.348349	4.28653
4.0622	-0.34792	4.28687
4.0623	-0.347492	4.2872
4.0624	-0.347063	4.28753
