t	phi	omega
2.2531	1.50489	1.11679
2.2532	1.505	1.11581
2.2533	1.50512	1.11483
2.2534	1.50523	1.11385
2.2535	1.50534	1.11287
2.2536	1.50545	1.11189
2.2537	1.50556	1.11091
2.2538	1.50567	1.10993
2.2539	1.50578	1.10895
2.254	1.50589	1.10798
2.2541	1.506	1.107
2.2542	1.50612	1.10602
2.2543	1.50623	1.10504
2.2544	1.50634	1.10406
2.2545	1.50645	1.10308
2.2546	1.50656	1.1021
2.2547	1.50667	1.10112
2.2548	1.50678	1.10014
2.2549	1.50689	1.09916
2.255	1.507	1.09819
2.2551	1.50711	1.09721
2.2552	1.50722	1.09623
2.2553	1.50733	1.09525
2.2554	1.50743	1.09427
2.2555	1.50754	1.09329
2.2556	1.50765	1.09231
2.2557	1.50776	1.09133
2.2558	1.50787	1.09035
2.2559	1.50798	1.08937
2.256	1.50809	1.0884
2.2561	1.5082	1.08742
2.2562	1.50831	1.08644
2.2563	1.50842	1.08546
2.2564	1.50852	1.08448
2.2565	1.50863	1.0835
2.2566	1.50874	1.08252
2.2567	1.50885	1.08154
2.2568	1.50896	1.08056
2.2569	1.50906	1.07958
2.257	1.50917	1.0786
2.2571	1.50928	1.07763
2.2572	1.50939	1.07665
2.2573	1.5095	1.07567
2.2574	1.5096	1.07469
2.2575	1.50971	1.07371
2.2576	1.50982	1.07273
2.2577	1.50992	1.07175
2.2578	1.51003	1.07077
2.2579	1.51014	1.06979
2.258	1.51025	1.06881
2.2581	1.51035	1.06783
2.2582	1.51046	1.06685
2.2583	1.51057	1.06587
2.2584	1.51067	1.0649
2.2585	1.51078	1.06392
2.2586	1.51088	1.06294
2.2587	1.51099	1.06196
2.2588	1.5111	1.06098
2.2589	1.5112	1.06
2.259	1.51131	1.05902
2.2591	1.51141	1.05804
2.2592	1.51152	1.05706
2.2593	1.51163	1.05608
2.2594	1.51173	1.0551
2.2595	1.51184	1.05412
2.2596	1.51194	1.05314
2.2597	1.51205	1.05217
2.2598	1.51215	1.05119
2.2599	1.51226	1.05021
2.26	1.51236	1.04923
2.2601	1.51247	1.04825
2.2602	1.51257	1.04727
2.2603	1.51268	1.04629
2.2604	1.51278	1.04531
2.2605	1.51289	1.04433
2.2606	1.51299	1.04335
2.2607	1.51309	1.04237
2.2608	1.5132	1.04139
2.2609	1.5133	1.04041
2.261	1.51341	1.03943
2.2611	1.51351	1.03845
2.2612	1.51361	1.03747
2.2613	1.51372	1.0365
2.2614	1.51382	1.03552
2.2615	1.51392	1.03454
2.2616	1.51403	1.03356
2.2617	1.51413	1.03258
2.2618	1.51423	1.0316
2.2619	1.51434	1.03062
2.262	1.51444	1.02964
2.2621	1.51454	1.02866
2.2622	1.51465	1.02768
2.2623	1.51475	1.0267
2.2624	1.51485	1.02572
2.2625	1.51495	1.02474
2.2626	1.51506	1.02376
2.2627	1.51516	1.02278
2.2628	1.51526	1.0218
2.2629	1.51536	1.02082
2.263	1.51546	1.01984
2.2631	1.51557	1.01887
2.2632	1.51567	1.01789
2.2633	1.51577	1.01691
2.2634	1.51587	1.01593
2.2635	1.51597	1.01495
2.2636	1.51607	1.01397
2.2637	1.51618	1.01299
2.2638	1.51628	1.01201
2.2639	1.51638	1.01103
2.264	1.51648	1.01005
2.2641	1.51658	1.00907
2.2642	1.51668	1.00809
2.2643	1.51678	1.00711
2.2644	1.51688	1.00613
2.2645	1.51698	1.00515
2.2646	1.51708	1.00417
2.2647	1.51718	1.00319
2.2648	1.51728	1.00221
2.2649	1.51738	1.00123
2.265	1.51748	1.00025
2.2651	1.51758	0.999274
2.2652	1.51768	0.998294
2.2653	1.51778	0.997315
2.2654	1.51788	0.996335
2.2655	1.51798	0.995356
2.2656	1.51808	0.994376
2.2657	1.51818	0.993396
2.2658	1.51828	0.992417
2.2659	1.51838	0.991437
2.266	1.51848	0.990457
2.2661	1.51858	0.989478
2.2662	1.51868	0.988498
2.2663	1.51878	0.987518
2.2664	1.51887	0.986539
2.2665	1.51897	0.985559
2.2666	1.51907	0.984579
2.2667	1.51917	0.9836
2.2668	1.51927	0.98262
2.2669	1.51937	0.98164
2.267	1.51946	0.98066
2.2671	1.51956	0.979681
2.2672	1.51966	0.978701
2.2673	1.51976	0.977721
2.2674	1.51985	0.976742
2.2675	1.51995	0.975762
2.2676	1.52005	0.974782
2.2677	1.52015	0.973802
2.2678	1.52024	0.972823
2.2679	1.52034	0.971843
2.268	1.52044	0.970863
2.2681	1.52054	0.969883
2.2682	1.52063	0.968904
2.2683	1.52073	0.967924
2.2684	1.52083	0.966944
2.2685	1.52092	0.965964
2.2686	1.52102	0.964984
2.2687	1.52112	0.964005
2.2688	1.52121	0.963025
2.2689	1.52131	0.962045
2.269	1.5214	0.961065
2.2691	1.5215	0.960085
2.2692	1.5216	0.959106
2.2693	1.52169	0.958126
2.2694	1.52179	0.957146
2.2695	1.52188	0.956166
2.2696	1.52198	0.955186
2.2697	1.52207	0.954207
2.2698	1.52217	0.953227
2.2699	1.52226	0.952247
2.27	1.52236	0.951267
2.2701	1.52246	0.950287
2.2702	1.52255	0.949307
2.2703	1.52264	0.948327
2.2704	1.52274	0.947348
2.2705	1.52283	0.946368
2.2706	1.52293	0.945388
2.2707	1.52302	0.944408
2.2708	1.52312	0.943428
2.2709	1.52321	0.942448
2.271	1.52331	0.941468
2.2711	1.5234	0.940488
2.2712	1.52349	0.939508
2.2713	1.52359	0.938529
2.2714	1.52368	0.937549
2.2715	1.52378	0.936569
2.2716	1.52387	0.935589
2.2717	1.52396	0.934609
2.2718	1.52406	0.933629
2.2719	1.52415	0.932649
2.272	1.52424	0.931669
2.2721	1.52434	0.930689
2.2722	1.52443	0.929709
2.2723	1.52452	0.928729
2.2724	1.52461	0.927749
2.2725	1.52471	0.926769
2.2726	1.5248	0.925789
2.2727	1.52489	0.924809
2.2728	1.52498	0.923829
2.2729	1.52508	0.922849
2.273	1.52517	0.921869
2.2731	1.52526	0.920889
2.2732	1.52535	0.919909
2.2733	1.52544	0.918929
2.2734	1.52554	0.917949
2.2735	1.52563	0.916969
2.2736	1.52572	0.915989
2.2737	1.52581	0.915009
2.2738	1.5259	0.914029
2.2739	1.52599	0.913049
2.274	1.52608	0.912069
2.2741	1.52618	0.911089
2.2742	1.52627	0.910109
2.2743	1.52636	0.909129
2.2744	1.52645	0.908149
2.2745	1.52654	0.907169
2.2746	1.52663	0.906189
2.2747	1.52672	0.905209
2.2748	1.52681	0.904229
2.2749	1.5269	0.903249
2.275	1.52699	0.902269
2.2751	1.52708	0.901289
2.2752	1.52717	0.900309
2.2753	1.52726	0.899329
2.2754	1.52735	0.898349
2.2755	1.52744	0.897369
2.2756	1.52753	0.896389
2.2757	1.52762	0.895408
2.2758	1.52771	0.894428
2.2759	1.5278	0.893448
2.276	1.52789	0.892468
2.2761	1.52798	0.891488
2.2762	1.52807	0.890508
2.2763	1.52816	0.889528
2.2764	1.52824	0.888548
2.2765	1.52833	0.887568
2.2766	1.52842	0.886588
2.2767	1.52851	0.885607
2.2768	1.5286	0.884627
2.2769	1.52869	0.883647
2.277	1.52878	0.882667
2.2771	1.52886	0.881687
2.2772	1.52895	0.880707
2.2773	1.52904	0.879727
2.2774	1.52913	0.878746
2.2775	1.52922	0.877766
2.2776	1.5293	0.876786
2.2777	1.52939	0.875806
2.2778	1.52948	0.874826
2.2779	1.52957	0.873846
2.278	1.52965	0.872866
2.2781	1.52974	0.871885
2.2782	1.52983	0.870905
2.2783	1.52991	0.869925
2.2784	1.53	0.868945
2.2785	1.53009	0.867965
2.2786	1.53017	0.866984
2.2787	1.53026	0.866004
2.2788	1.53035	0.865024
2.2789	1.53043	0.864044
2.279	1.53052	0.863064
2.2791	1.53061	0.862083
2.2792	1.53069	0.861103
2.2793	1.53078	0.860123
2.2794	1.53086	0.859143
2.2795	1.53095	0.858163
2.2796	1.53104	0.857182
2.2797	1.53112	0.856202
2.2798	1.53121	0.855222
2.2799	1.53129	0.854242
2.28	1.53138	0.853261
2.2801	1.53146	0.852281
2.2802	1.53155	0.851301
2.2803	1.53163	0.850321
2.2804	1.53172	0.84934
2.2805	1.5318	0.84836
2.2806	1.53189	0.84738
2.2807	1.53197	0.8464
2.2808	1.53206	0.845419
2.2809	1.53214	0.844439
2.281	1.53223	0.843459
2.2811	1.53231	0.842479
2.2812	1.53239	0.841498
2.2813	1.53248	0.840518
2.2814	1.53256	0.839538
2.2815	1.53265	0.838557
2.2816	1.53273	0.837577
2.2817	1.53281	0.836597
2.2818	1.5329	0.835617
2.2819	1.53298	0.834636
2.282	1.53306	0.833656
2.2821	1.53315	0.832676
2.2822	1.53323	0.831695
2.2823	1.53331	0.830715
2.2824	1.5334	0.829735
2.2825	1.53348	0.828754
2.2826	1.53356	0.827774
2.2827	1.53364	0.826794
2.2828	1.53373	0.825813
2.2829	1.53381	0.824833
2.283	1.53389	0.823853
2.2831	1.53397	0.822872
2.2832	1.53406	0.821892
2.2833	1.53414	0.820912
2.2834	1.53422	0.819931
2.2835	1.5343	0.818951
2.2836	1.53438	0.817971
2.2837	1.53447	0.81699
2.2838	1.53455	0.81601
2.2839	1.53463	0.81503
2.284	1.53471	0.814049
2.2841	1.53479	0.813069
2.2842	1.53487	0.812089
2.2843	1.53495	0.811108
2.2844	1.53504	0.810128
2.2845	1.53512	0.809147
2.2846	1.5352	0.808167
2.2847	1.53528	0.807187
2.2848	1.53536	0.806206
2.2849	1.53544	0.805226
2.285	1.53552	0.804246
2.2851	1.5356	0.803265
2.2852	1.53568	0.802285
2.2853	1.53576	0.801304
2.2854	1.53584	0.800324
2.2855	1.53592	0.799344
2.2856	1.536	0.798363
2.2857	1.53608	0.797383
2.2858	1.53616	0.796402
2.2859	1.53624	0.795422
2.286	1.53632	0.794441
2.2861	1.5364	0.793461
2.2862	1.53648	0.792481
2.2863	1.53656	0.7915
2.2864	1.53663	0.79052
2.2865	1.53671	0.789539
2.2866	1.53679	0.788559
2.2867	1.53687	0.787578
2.2868	1.53695	0.786598
2.2869	1.53703	0.785618
2.287	1.53711	0.784637
2.2871	1.53719	0.783657
2.2872	1.53726	0.782676
2.2873	1.53734	0.781696
2.2874	1.53742	0.780715
2.2875	1.5375	0.779735
2.2876	1.53758	0.778754
2.2877	1.53765	0.777774
2.2878	1.53773	0.776794
2.2879	1.53781	0.775813
2.288	1.53789	0.774833
2.2881	1.53796	0.773852
2.2882	1.53804	0.772872
2.2883	1.53812	0.771891
2.2884	1.5382	0.770911
2.2885	1.53827	0.76993
2.2886	1.53835	0.76895
2.2887	1.53843	0.767969
2.2888	1.5385	0.766989
2.2889	1.53858	0.766008
2.289	1.53866	0.765028
2.2891	1.53873	0.764047
2.2892	1.53881	0.763067
2.2893	1.53888	0.762086
2.2894	1.53896	0.761106
2.2895	1.53904	0.760125
2.2896	1.53911	0.759145
2.2897	1.53919	0.758164
2.2898	1.53926	0.757184
2.2899	1.53934	0.756203
2.29	1.53942	0.755223
2.2901	1.53949	0.754242
2.2902	1.53957	0.753262
2.2903	1.53964	0.752281
2.2904	1.53972	0.751301
2.2905	1.53979	0.75032
2.2906	1.53987	0.74934
2.2907	1.53994	0.748359
2.2908	1.54002	0.747378
2.2909	1.54009	0.746398
2.291	1.54017	0.745417
2.2911	1.54024	0.744437
2.2912	1.54031	0.743456
2.2913	1.54039	0.742476
2.2914	1.54046	0.741495
2.2915	1.54054	0.740515
2.2916	1.54061	0.739534
2.2917	1.54068	0.738554
2.2918	1.54076	0.737573
2.2919	1.54083	0.736592
2.292	1.54091	0.735612
2.2921	1.54098	0.734631
2.2922	1.54105	0.733651
2.2923	1.54113	0.73267
2.2924	1.5412	0.73169
2.2925	1.54127	0.730709
2.2926	1.54134	0.729728
2.2927	1.54142	0.728748
2.2928	1.54149	0.727767
2.2929	1.54156	0.726787
2.293	1.54164	0.725806
2.2931	1.54171	0.724826
2.2932	1.54178	0.723845
2.2933	1.54185	0.722864
2.2934	1.54192	0.721884
2.2935	1.542	0.720903
2.2936	1.54207	0.719923
2.2937	1.54214	0.718942
2.2938	1.54221	0.717961
2.2939	1.54228	0.716981
2.294	1.54236	0.716
2.2941	1.54243	0.71502
2.2942	1.5425	0.714039
2.2943	1.54257	0.713058
2.2944	1.54264	0.712078
2.2945	1.54271	0.711097
2.2946	1.54278	0.710117
2.2947	1.54285	0.709136
2.2948	1.54293	0.708155
2.2949	1.543	0.707175
2.295	1.54307	0.706194
2.2951	1.54314	0.705213
2.2952	1.54321	0.704233
2.2953	1.54328	0.703252
2.2954	1.54335	0.702272
2.2955	1.54342	0.701291
2.2956	1.54349	0.70031
2.2957	1.54356	0.69933
2.2958	1.54363	0.698349
2.2959	1.5437	0.697368
2.296	1.54377	0.696388
2.2961	1.54384	0.695407
2.2962	1.54391	0.694426
2.2963	1.54398	0.693446
2.2964	1.54404	0.692465
2.2965	1.54411	0.691484
2.2966	1.54418	0.690504
2.2967	1.54425	0.689523
2.2968	1.54432	0.688543
2.2969	1.54439	0.687562
2.297	1.54446	0.686581
2.2971	1.54453	0.685601
2.2972	1.5446	0.68462
2.2973	1.54466	0.683639
2.2974	1.54473	0.682659
2.2975	1.5448	0.681678
2.2976	1.54487	0.680697
2.2977	1.54494	0.679717
2.2978	1.545	0.678736
2.2979	1.54507	0.677755
2.298	1.54514	0.676775
2.2981	1.54521	0.675794
2.2982	1.54527	0.674813
2.2983	1.54534	0.673832
2.2984	1.54541	0.672852
2.2985	1.54548	0.671871
2.2986	1.54554	0.67089
2.2987	1.54561	0.66991
2.2988	1.54568	0.668929
2.2989	1.54574	0.667948
2.299	1.54581	0.666968
2.2991	1.54588	0.665987
2.2992	1.54594	0.665006
2.2993	1.54601	0.664026
2.2994	1.54608	0.663045
2.2995	1.54614	0.662064
2.2996	1.54621	0.661083
2.2997	1.54627	0.660103
2.2998	1.54634	0.659122
2.2999	1.54641	0.658141
2.3	1.54647	0.657161
2.3001	1.54654	0.65618
2.3002	1.5466	0.655199
2.3003	1.54667	0.654218
2.3004	1.54673	0.653238
2.3005	1.5468	0.652257
2.3006	1.54686	0.651276
2.3007	1.54693	0.650296
2.3008	1.54699	0.649315
2.3009	1.54706	0.648334
2.301	1.54712	0.647353
2.3011	1.54719	0.646373
2.3012	1.54725	0.645392
2.3013	1.54732	0.644411
2.3014	1.54738	0.643431
2.3015	1.54745	0.64245
2.3016	1.54751	0.641469
2.3017	1.54757	0.640488
2.3018	1.54764	0.639508
2.3019	1.5477	0.638527
2.302	1.54777	0.637546
2.3021	1.54783	0.636565
2.3022	1.54789	0.635585
2.3023	1.54796	0.634604
2.3024	1.54802	0.633623
2.3025	1.54808	0.632642
2.3026	1.54815	0.631662
2.3027	1.54821	0.630681
2.3028	1.54827	0.6297
2.3029	1.54834	0.628719
2.303	1.5484	0.627739
2.3031	1.54846	0.626758
2.3032	1.54852	0.625777
2.3033	1.54859	0.624796
2.3034	1.54865	0.623816
2.3035	1.54871	0.622835
2.3036	1.54877	0.621854
2.3037	1.54883	0.620873
2.3038	1.5489	0.619893
2.3039	1.54896	0.618912
2.304	1.54902	0.617931
2.3041	1.54908	0.61695
2.3042	1.54914	0.615969
2.3043	1.54921	0.614989
2.3044	1.54927	0.614008
2.3045	1.54933	0.613027
2.3046	1.54939	0.612046
2.3047	1.54945	0.611066
2.3048	1.54951	0.610085
2.3049	1.54957	0.609104
2.305	1.54963	0.608123
2.3051	1.54969	0.607142
2.3052	1.54975	0.606162
2.3053	1.54981	0.605181
2.3054	1.54988	0.6042
2.3055	1.54994	0.603219
2.3056	1.55	0.602239
2.3057	1.55006	0.601258
2.3058	1.55012	0.600277
2.3059	1.55018	0.599296
2.306	1.55024	0.598315
2.3061	1.5503	0.597335
2.3062	1.55036	0.596354
2.3063	1.55041	0.595373
2.3064	1.55047	0.594392
2.3065	1.55053	0.593411
2.3066	1.55059	0.592431
2.3067	1.55065	0.59145
2.3068	1.55071	0.590469
2.3069	1.55077	0.589488
2.307	1.55083	0.588507
2.3071	1.55089	0.587527
2.3072	1.55095	0.586546
2.3073	1.551	0.585565
2.3074	1.55106	0.584584
2.3075	1.55112	0.583603
2.3076	1.55118	0.582623
2.3077	1.55124	0.581642
2.3078	1.5513	0.580661
2.3079	1.55135	0.57968
2.308	1.55141	0.578699
2.3081	1.55147	0.577718
2.3082	1.55153	0.576738
2.3083	1.55158	0.575757
2.3084	1.55164	0.574776
2.3085	1.5517	0.573795
2.3086	1.55176	0.572814
2.3087	1.55181	0.571834
2.3088	1.55187	0.570853
2.3089	1.55193	0.569872
2.309	1.55199	0.568891
2.3091	1.55204	0.56791
2.3092	1.5521	0.566929
2.3093	1.55216	0.565949
2.3094	1.55221	0.564968
2.3095	1.55227	0.563987
2.3096	1.55232	0.563006
2.3097	1.55238	0.562025
2.3098	1.55244	0.561044
2.3099	1.55249	0.560064
2.31	1.55255	0.559083
2.3101	1.5526	0.558102
2.3102	1.55266	0.557121
2.3103	1.55272	0.55614
2.3104	1.55277	0.555159
2.3105	1.55283	0.554179
2.3106	1.55288	0.553198
2.3107	1.55294	0.552217
2.3108	1.55299	0.551236
2.3109	1.55305	0.550255
2.311	1.5531	0.549274
2.3111	1.55316	0.548293
2.3112	1.55321	0.547313
2.3113	1.55327	0.546332
2.3114	1.55332	0.545351
2.3115	1.55338	0.54437
2.3116	1.55343	0.543389
2.3117	1.55348	0.542408
2.3118	1.55354	0.541428
2.3119	1.55359	0.540447
2.312	1.55365	0.539466
2.3121	1.5537	0.538485
2.3122	1.55375	0.537504
2.3123	1.55381	0.536523
2.3124	1.55386	0.535542
2.3125	1.55391	0.534562
2.3126	1.55397	0.533581
2.3127	1.55402	0.5326
2.3128	1.55407	0.531619
2.3129	1.55413	0.530638
2.313	1.55418	0.529657
2.3131	1.55423	0.528676
2.3132	1.55429	0.527695
2.3133	1.55434	0.526715
2.3134	1.55439	0.525734
2.3135	1.55444	0.524753
2.3136	1.5545	0.523772
2.3137	1.55455	0.522791
2.3138	1.5546	0.52181
2.3139	1.55465	0.520829
2.314	1.5547	0.519849
2.3141	1.55476	0.518868
2.3142	1.55481	0.517887
2.3143	1.55486	0.516906
2.3144	1.55491	0.515925
2.3145	1.55496	0.514944
2.3146	1.55501	0.513963
2.3147	1.55507	0.512982
2.3148	1.55512	0.512002
2.3149	1.55517	0.511021
2.315	1.55522	0.51004
2.3151	1.55527	0.509059
2.3152	1.55532	0.508078
2.3153	1.55537	0.507097
2.3154	1.55542	0.506116
2.3155	1.55547	0.505135
2.3156	1.55552	0.504154
2.3157	1.55557	0.503174
2.3158	1.55562	0.502193
2.3159	1.55567	0.501212
2.316	1.55572	0.500231
2.3161	1.55577	0.49925
2.3162	1.55582	0.498269
2.3163	1.55587	0.497288
2.3164	1.55592	0.496307
2.3165	1.55597	0.495326
2.3166	1.55602	0.494346
2.3167	1.55607	0.493365
2.3168	1.55612	0.492384
2.3169	1.55617	0.491403
2.317	1.55622	0.490422
2.3171	1.55627	0.489441
2.3172	1.55632	0.48846
2.3173	1.55637	0.487479
2.3174	1.55641	0.486498
2.3175	1.55646	0.485517
2.3176	1.55651	0.484537
2.3177	1.55656	0.483556
2.3178	1.55661	0.482575
2.3179	1.55666	0.481594
2.318	1.5567	0.480613
2.3181	1.55675	0.479632
2.3182	1.5568	0.478651
2.3183	1.55685	0.47767
2.3184	1.55689	0.476689
2.3185	1.55694	0.475708
2.3186	1.55699	0.474728
2.3187	1.55704	0.473747
2.3188	1.55708	0.472766
2.3189	1.55713	0.471785
2.319	1.55718	0.470804
2.3191	1.55723	0.469823
2.3192	1.55727	0.468842
2.3193	1.55732	0.467861
2.3194	1.55737	0.46688
2.3195	1.55741	0.465899
2.3196	1.55746	0.464918
2.3197	1.55751	0.463938
2.3198	1.55755	0.462957
2.3199	1.5576	0.461976
2.32	1.55764	0.460995
2.3201	1.55769	0.460014
2.3202	1.55774	0.459033
2.3203	1.55778	0.458052
2.3204	1.55783	0.457071
2.3205	1.55787	0.45609
2.3206	1.55792	0.455109
2.3207	1.55796	0.454128
2.3208	1.55801	0.453147
2.3209	1.55805	0.452167
2.321	1.5581	0.451186
2.3211	1.55814	0.450205
2.3212	1.55819	0.449224
2.3213	1.55823	0.448243
2.3214	1.55828	0.447262
2.3215	1.55832	0.446281
2.3216	1.55837	0.4453
2.3217	1.55841	0.444319
2.3218	1.55846	0.443338
2.3219	1.5585	0.442357
2.322	1.55855	0.441376
2.3221	1.55859	0.440395
2.3222	1.55863	0.439415
2.3223	1.55868	0.438434
2.3224	1.55872	0.437453
2.3225	1.55876	0.436472
2.3226	1.55881	0.435491
2.3227	1.55885	0.43451
2.3228	1.5589	0.433529
2.3229	1.55894	0.432548
2.323	1.55898	0.431567
2.3231	1.55902	0.430586
2.3232	1.55907	0.429605
2.3233	1.55911	0.428624
2.3234	1.55915	0.427643
2.3235	1.5592	0.426662
2.3236	1.55924	0.425681
2.3237	1.55928	0.424701
2.3238	1.55932	0.42372
2.3239	1.55937	0.422739
2.324	1.55941	0.421758
2.3241	1.55945	0.420777
2.3242	1.55949	0.419796
2.3243	1.55953	0.418815
2.3244	1.55958	0.417834
2.3245	1.55962	0.416853
2.3246	1.55966	0.415872
2.3247	1.5597	0.414891
2.3248	1.55974	0.41391
2.3249	1.55978	0.412929
2.325	1.55982	0.411948
2.3251	1.55987	0.410967
2.3252	1.55991	0.409986
2.3253	1.55995	0.409006
2.3254	1.55999	0.408025
2.3255	1.56003	0.407044
2.3256	1.56007	0.406063
2.3257	1.56011	0.405082
2.3258	1.56015	0.404101
2.3259	1.56019	0.40312
2.326	1.56023	0.402139
2.3261	1.56027	0.401158
2.3262	1.56031	0.400177
2.3263	1.56035	0.399196
2.3264	1.56039	0.398215
2.3265	1.56043	0.397234
2.3266	1.56047	0.396253
2.3267	1.56051	0.395272
2.3268	1.56055	0.394291
2.3269	1.56059	0.39331
2.327	1.56063	0.392329
2.3271	1.56067	0.391348
2.3272	1.56071	0.390368
2.3273	1.56074	0.389387
2.3274	1.56078	0.388406
2.3275	1.56082	0.387425
2.3276	1.56086	0.386444
2.3277	1.5609	0.385463
2.3278	1.56094	0.384482
2.3279	1.56098	0.383501
2.328	1.56101	0.38252
2.3281	1.56105	0.381539
2.3282	1.56109	0.380558
2.3283	1.56113	0.379577
2.3284	1.56117	0.378596
2.3285	1.5612	0.377615
2.3286	1.56124	0.376634
2.3287	1.56128	0.375653
2.3288	1.56132	0.374672
2.3289	1.56135	0.373691
2.329	1.56139	0.37271
2.3291	1.56143	0.371729
2.3292	1.56147	0.370748
2.3293	1.5615	0.369768
2.3294	1.56154	0.368787
2.3295	1.56158	0.367806
2.3296	1.56161	0.366825
2.3297	1.56165	0.365844
2.3298	1.56169	0.364863
2.3299	1.56172	0.363882
2.33	1.56176	0.362901
2.3301	1.56179	0.36192
2.3302	1.56183	0.360939
2.3303	1.56187	0.359958
2.3304	1.5619	0.358977
2.3305	1.56194	0.357996
2.3306	1.56197	0.357015
2.3307	1.56201	0.356034
2.3308	1.56205	0.355053
2.3309	1.56208	0.354072
2.331	1.56212	0.353091
2.3311	1.56215	0.35211
2.3312	1.56219	0.351129
2.3313	1.56222	0.350148
2.3314	1.56226	0.349167
2.3315	1.56229	0.348186
2.3316	1.56233	0.347205
2.3317	1.56236	0.346224
2.3318	1.5624	0.345243
2.3319	1.56243	0.344262
2.332	1.56246	0.343282
2.3321	1.5625	0.342301
2.3322	1.56253	0.34132
2.3323	1.56257	0.340339
2.3324	1.5626	0.339358
2.3325	1.56263	0.338377
2.3326	1.56267	0.337396
2.3327	1.5627	0.336415
2.3328	1.56274	0.335434
2.3329	1.56277	0.334453
2.333	1.5628	0.333472
2.3331	1.56284	0.332491
2.3332	1.56287	0.33151
2.3333	1.5629	0.330529
2.3334	1.56293	0.329548
2.3335	1.56297	0.328567
2.3336	1.563	0.327586
2.3337	1.56303	0.326605
2.3338	1.56307	0.325624
2.3339	1.5631	0.324643
2.334	1.56313	0.323662
2.3341	1.56316	0.322681
2.3342	1.56319	0.3217
2.3343	1.56323	0.320719
2.3344	1.56326	0.319738
2.3345	1.56329	0.318757
2.3346	1.56332	0.317776
2.3347	1.56335	0.316795
2.3348	1.56339	0.315814
2.3349	1.56342	0.314833
2.335	1.56345	0.313852
2.3351	1.56348	0.312871
2.3352	1.56351	0.31189
2.3353	1.56354	0.31091
2.3354	1.56357	0.309929
2.3355	1.5636	0.308948
2.3356	1.56363	0.307967
2.3357	1.56367	0.306986
2.3358	1.5637	0.306005
2.3359	1.56373	0.305024
2.336	1.56376	0.304043
2.3361	1.56379	0.303062
2.3362	1.56382	0.302081
2.3363	1.56385	0.3011
2.3364	1.56388	0.300119
2.3365	1.56391	0.299138
2.3366	1.56394	0.298157
2.3367	1.56397	0.297176
2.3368	1.564	0.296195
2.3369	1.56403	0.295214
2.337	1.56406	0.294233
2.3371	1.56408	0.293252
2.3372	1.56411	0.292271
2.3373	1.56414	0.29129
2.3374	1.56417	0.290309
2.3375	1.5642	0.289328
2.3376	1.56423	0.288347
2.3377	1.56426	0.287366
2.3378	1.56429	0.286385
2.3379	1.56432	0.285404
2.338	1.56434	0.284423
2.3381	1.56437	0.283442
2.3382	1.5644	0.282461
2.3383	1.56443	0.28148
2.3384	1.56446	0.280499
2.3385	1.56448	0.279518
2.3386	1.56451	0.278537
2.3387	1.56454	0.277556
2.3388	1.56457	0.276575
2.3389	1.5646	0.275594
2.339	1.56462	0.274613
2.3391	1.56465	0.273632
2.3392	1.56468	0.272651
2.3393	1.5647	0.27167
2.3394	1.56473	0.270689
2.3395	1.56476	0.269708
2.3396	1.56479	0.268727
2.3397	1.56481	0.267746
2.3398	1.56484	0.266765
2.3399	1.56487	0.265784
2.34	1.56489	0.264803
2.3401	1.56492	0.263823
2.3402	1.56495	0.262842
2.3403	1.56497	0.261861
2.3404	1.565	0.26088
2.3405	1.56502	0.259899
2.3406	1.56505	0.258918
2.3407	1.56507	0.257937
2.3408	1.5651	0.256956
2.3409	1.56513	0.255975
2.341	1.56515	0.254994
2.3411	1.56518	0.254013
2.3412	1.5652	0.253032
2.3413	1.56523	0.252051
2.3414	1.56525	0.25107
2.3415	1.56528	0.250089
2.3416	1.5653	0.249108
2.3417	1.56533	0.248127
2.3418	1.56535	0.247146
2.3419	1.56538	0.246165
2.342	1.5654	0.245184
2.3421	1.56543	0.244203
2.3422	1.56545	0.243222
2.3423	1.56547	0.242241
2.3424	1.5655	0.24126
2.3425	1.56552	0.240279
2.3426	1.56555	0.239298
2.3427	1.56557	0.238317
2.3428	1.56559	0.237336
2.3429	1.56562	0.236355
2.343	1.56564	0.235374
2.3431	1.56566	0.234393
2.3432	1.56569	0.233412
2.3433	1.56571	0.232431
2.3434	1.56573	0.23145
2.3435	1.56576	0.230469
2.3436	1.56578	0.229488
2.3437	1.5658	0.228507
2.3438	1.56583	0.227526
2.3439	1.56585	0.226545
2.344	1.56587	0.225564
2.3441	1.56589	0.224583
2.3442	1.56592	0.223602
2.3443	1.56594	0.222621
2.3444	1.56596	0.22164
2.3445	1.56598	0.220659
2.3446	1.566	0.219678
2.3447	1.56603	0.218697
2.3448	1.56605	0.217716
2.3449	1.56607	0.216735
2.345	1.56609	0.215754
2.3451	1.56611	0.214773
2.3452	1.56613	0.213792
2.3453	1.56616	0.212811
2.3454	1.56618	0.21183
2.3455	1.5662	0.210849
2.3456	1.56622	0.209868
2.3457	1.56624	0.208887
2.3458	1.56626	0.207906
2.3459	1.56628	0.206925
2.346	1.5663	0.205944
2.3461	1.56632	0.204963
2.3462	1.56634	0.203982
2.3463	1.56636	0.203001
2.3464	1.56638	0.20202
2.3465	1.5664	0.201039
2.3466	1.56642	0.200058
2.3467	1.56644	0.199077
2.3468	1.56646	0.198096
2.3469	1.56648	0.197115
2.347	1.5665	0.196134
